set,n,result,instance,D,runtime,seed
BBGRL,50,36,50_ep0.2_0_gilbert_3.in,3,8.3759,1.50374E+18
BBGRL,50,17,50_ep0.2_0_gilbert_3.in,4,8.3706,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_3.in,5,0.7417,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_3.in,6,0.9054,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_3.in,7,0.9021,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_3.in,8,0.6492,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_3.in,9,0.8801,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_3.in,10,0.6277,1.50374E+18
BBGRL,50,45,50_ep0.15_0_gilbert_7.in,1,1.211,1.50374E+18
BBGRL,50,41,50_ep0.15_0_gilbert_7.in,2,2.5522,1.50374E+18
BBGRL,50,37,50_ep0.15_0_gilbert_7.in,3,3.5795,1.50374E+18
BBGRL,50,32,50_ep0.15_0_gilbert_7.in,4,4.8222,1.50374E+18
BBGRL,50,27,50_ep0.15_0_gilbert_7.in,5,4.8408,1.50374E+18
BBGRL,50,22,50_ep0.15_0_gilbert_7.in,6,8.3192,1.50374E+18
BBGRL,50,15,50_ep0.15_0_gilbert_7.in,7,6.8214,1.50374E+18
BBGRL,50,7,50_ep0.15_0_gilbert_7.in,8,3.4956,1.50374E+18
BBGRL,50,4,50_ep0.15_0_gilbert_7.in,9,2.5792,1.50374E+18
BBGRL,50,3,50_ep0.15_0_gilbert_7.in,10,2.0325,1.50374E+18
BBGRL,50,46,50_ep0.15_0_gilbert_6.in,1,1.8781,1.50374E+18
BBGRL,50,40,50_ep0.15_0_gilbert_6.in,2,6.1211,1.50374E+18
BBGRL,50,31,50_ep0.15_0_gilbert_6.in,3,8.3581,1.50374E+18
BBGRL,50,3,50_ep0.15_0_gilbert_6.in,4,1.9526,1.50374E+18
BBGRL,50,2,50_ep0.15_0_gilbert_6.in,5,1.7993,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_6.in,6,0.6422,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_6.in,7,0.6823,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_6.in,8,0.7032,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_6.in,9,0.6891,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_6.in,10,0.6351,1.50374E+18
BBGRL,50,42,50_ep0.1_0_gilbert_1.in,1,3.8115,1.50374E+18
BBGRL,50,7,50_ep0.1_0_gilbert_1.in,2,2.079,1.50374E+18
BBGRL,50,3,50_ep0.1_0_gilbert_1.in,3,1.4611,1.50374E+18
BBGRL,50,2,50_ep0.1_0_gilbert_1.in,4,0.9745,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_1.in,5,0.523,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_1.in,6,0.5492,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_1.in,7,0.5414,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_1.in,8,0.52,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_1.in,9,0.5222,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_1.in,10,0.5228,1.50374E+18
BBGRL,50,41,50_ep0.1_0_gilbert_3.in,1,7.5544,1.50374E+18
BBGRL,50,4,50_ep0.1_0_gilbert_3.in,2,1.7768,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_3.in,3,0.6972,1.50E+18
BBGRL,50,1,50_ep0.1_0_gilbert_3.in,4,0.7961,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_3.in,5,0.7404,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_3.in,6,0.4316,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_3.in,7,0.4294,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_3.in,8,0.4367,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_3.in,9,0.4292,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_3.in,10,0.4413,1.50374E+18
BBGRL,50,40,50_ep0.1_0_gilbert_6.in,1,8.3573,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_6.in,2,0.5099,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_6.in,3,0.8195,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_6.in,4,0.7654,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_6.in,5,0.7572,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_6.in,6,0.5965,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_6.in,7,0.5024,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_6.in,8,0.4872,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_6.in,9,0.4766,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_6.in,10,0.5937,1.50374E+18
BBGRL,50,47,50_ep0.2_0_gilbert_6.in,1,1.5219,1.50374E+18
BBGRL,50,43,50_ep0.2_0_gilbert_6.in,2,1.9042,1.50374E+18
BBGRL,50,39,50_ep0.2_0_gilbert_6.in,3,3.9172,1.50374E+18
BBGRL,50,35,50_ep0.2_0_gilbert_6.in,4,4.8181,1.50374E+18
BBGRL,50,30,50_ep0.2_0_gilbert_6.in,5,4.5198,1.50374E+18
BBGRL,50,25,50_ep0.2_0_gilbert_6.in,6,6.631,1.50374E+18
BBGRL,50,16,50_ep0.2_0_gilbert_6.in,7,6.1504,1.50374E+18
BBGRL,50,7,50_ep0.2_0_gilbert_6.in,8,4.0604,1.50374E+18
BBGRL,50,3,50_ep0.2_0_gilbert_6.in,9,2.7789,1.50374E+18
BBGRL,50,2,50_ep0.2_0_gilbert_6.in,10,1.9039,1.50374E+18
BBGRL,50,47,50_ep0.2_0_gilbert_1.in,1,1.2347,1.50374E+18
BBGRL,50,43,50_ep0.2_0_gilbert_1.in,2,2.336,1.50374E+18
BBGRL,50,39,50_ep0.2_0_gilbert_1.in,3,5.3834,1.50374E+18
BBGRL,50,34,50_ep0.2_0_gilbert_1.in,4,5.7842,1.50374E+18
BBGRL,50,26,50_ep0.2_0_gilbert_1.in,5,8.3609,1.50374E+18
BBGRL,50,6,50_ep0.2_0_gilbert_1.in,6,5.8916,1.50374E+18
BBGRL,50,2,50_ep0.2_0_gilbert_1.in,7,2.3995,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_1.in,8,1.2554,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_1.in,9,0.8168,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_1.in,10,0.8239,1.50374E+18
BBGRL,50,47,50_ep0.2_0_gilbert_9.in,1,1.1545,1.50374E+18
BBGRL,50,43,50_ep0.2_0_gilbert_9.in,2,1.687,1.50374E+18
BBGRL,50,40,50_ep0.2_0_gilbert_9.in,3,3.1813,1.50374E+18
BBGRL,50,36,50_ep0.2_0_gilbert_9.in,4,3.6383,1.50374E+18
BBGRL,50,32,50_ep0.2_0_gilbert_9.in,5,6.5738,1.50374E+18
BBGRL,50,26,50_ep0.2_0_gilbert_9.in,6,4.9,1.50374E+18
BBGRL,50,19,50_ep0.2_0_gilbert_9.in,7,7.0339,1.50374E+18
BBGRL,50,10,50_ep0.2_0_gilbert_9.in,8,3.6882,1.50374E+18
BBGRL,50,4,50_ep0.2_0_gilbert_9.in,9,3.8557,1.50374E+18
BBGRL,50,2,50_ep0.2_0_gilbert_9.in,10,2.5868,1.50374E+18
BBGRL,50,45,50_ep0.15_0_gilbert_1.in,1,1.6069,1.50374E+18
BBGRL,50,40,50_ep0.15_0_gilbert_1.in,2,4.947,1.50374E+18
BBGRL,50,34,50_ep0.15_0_gilbert_1.in,3,6.9985,1.50374E+18
BBGRL,50,25,50_ep0.15_0_gilbert_1.in,4,8.3876,1.50374E+18
BBGRL,50,4,50_ep0.15_0_gilbert_1.in,5,2.7475,1.50374E+18
BBGRL,50,2,50_ep0.15_0_gilbert_1.in,6,1.4974,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_1.in,7,0.6983,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_1.in,8,0.6891,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_1.in,9,0.6948,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_1.in,10,0.7319,1.50374E+18
BBGRL,50,46,50_ep0.15_0_gilbert_8.in,1,1.4262,1.50374E+18
BBGRL,50,41,50_ep0.15_0_gilbert_8.in,2,4.1407,1.50374E+18
BBGRL,50,35,50_ep0.15_0_gilbert_8.in,3,6.636,1.50374E+18
BBGRL,50,29,50_ep0.15_0_gilbert_8.in,4,7.3365,1.50374E+18
BBGRL,50,9,50_ep0.15_0_gilbert_8.in,5,6.326,1.50374E+18
BBGRL,50,2,50_ep0.15_0_gilbert_8.in,6,1.6516,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_8.in,7,0.7432,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_8.in,8,0.7438,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_8.in,9,0.7361,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_8.in,10,0.7577,1.50374E+18
BBGRL,50,47,50_ep0.2_0_gilbert_8.in,1,1.3796,1.50374E+18
BBGRL,50,43,50_ep0.2_0_gilbert_8.in,2,6.3907,1.50374E+18
BBGRL,50,37,50_ep0.2_0_gilbert_8.in,3,4.4895,1.50374E+18
BBGRL,50,30,50_ep0.2_0_gilbert_8.in,4,8.3669,1.50374E+18
BBGRL,50,2,50_ep0.2_0_gilbert_8.in,5,2.2456,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_8.in,6,1.0819,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_8.in,7,1.0635,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_8.in,8,0.7233,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_8.in,9,0.7209,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_8.in,10,0.712,1.50374E+18
BBGRL,50,47,50_ep0.2_0_gilbert_7.in,1,1.2884,1.50374E+18
BBGRL,50,42,50_ep0.2_0_gilbert_7.in,2,2.3498,1.50374E+18
BBGRL,50,37,50_ep0.2_0_gilbert_7.in,3,7.0438,1.50374E+18
BBGRL,50,30,50_ep0.2_0_gilbert_7.in,4,8.3774,1.50374E+18
BBGRL,50,5,50_ep0.2_0_gilbert_7.in,5,6.4838,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_7.in,6,1.137,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_7.in,7,0.7065,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_7.in,8,0.9594,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_7.in,9,0.9495,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_7.in,10,0.6907,1.50374E+18
BBGRL,50,45,50_ep0.15_0_gilbert_9.in,1,1.3247,1.50374E+18
BBGRL,50,41,50_ep0.15_0_gilbert_9.in,2,3.6442,1.50374E+18
BBGRL,50,35,50_ep0.15_0_gilbert_9.in,3,4.4376,1.50374E+18
BBGRL,50,29,50_ep0.15_0_gilbert_9.in,4,8.3689,1.50374E+18
BBGRL,50,16,50_ep0.15_0_gilbert_9.in,5,8.3709,1.50374E+18
BBGRL,50,2,50_ep0.15_0_gilbert_9.in,6,2.038,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_9.in,7,0.7082,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_9.in,8,0.7305,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_9.in,9,0.7454,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_9.in,10,0.7026,1.50374E+18
BBGRL,50,47,50_ep0.2_0_gilbert_10.in,1,1.3326,1.50374E+18
BBGRL,50,43,50_ep0.2_0_gilbert_10.in,2,2.1263,1.50374E+18
BBGRL,50,40,50_ep0.2_0_gilbert_10.in,3,5.2993,1.50374E+18
BBGRL,50,36,50_ep0.2_0_gilbert_10.in,4,7.2737,1.50374E+18
BBGRL,50,31,50_ep0.2_0_gilbert_10.in,5,7.6109,1.50374E+18
BBGRL,50,26,50_ep0.2_0_gilbert_10.in,6,8.3453,1.50374E+18
BBGRL,50,16,50_ep0.2_0_gilbert_10.in,7,8.3333,1.50374E+18
BBGRL,50,3,50_ep0.2_0_gilbert_10.in,8,2.8098,1.50374E+18
BBGRL,50,2,50_ep0.2_0_gilbert_10.in,9,2.2537,1.50374E+18
BBGRL,50,1,50_ep0.2_0_gilbert_10.in,10,1.2218,1.50374E+18
BBGRL,50,46,50_ep0.15_0_gilbert_2.in,1,1.823,1.50374E+18
BBGRL,50,40,50_ep0.15_0_gilbert_2.in,2,8.3705,1.50374E+18
BBGRL,50,29,50_ep0.15_0_gilbert_2.in,3,8.372,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_2.in,4,0.9819,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_2.in,5,0.9778,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_2.in,6,0.9416,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_2.in,7,0.5594,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_2.in,8,0.5588,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_2.in,9,0.5656,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_2.in,10,0.5573,1.50374E+18
BBGRL,50,42,50_ep0.1_0_gilbert_2.in,1,2.2886,1.50374E+18
BBGRL,50,31,50_ep0.1_0_gilbert_2.in,2,5.7857,1.50374E+18
BBGRL,50,8,50_ep0.1_0_gilbert_2.in,3,2.2506,1.50374E+18
BBGRL,50,4,50_ep0.1_0_gilbert_2.in,4,1.8286,1.50374E+18
BBGRL,50,3,50_ep0.1_0_gilbert_2.in,5,1.3382,1.50374E+18
BBGRL,50,2,50_ep0.1_0_gilbert_2.in,6,0.9791,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_2.in,7,0.6309,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_2.in,8,0.63,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_2.in,9,0.6399,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_2.in,10,0.6324,1.50374E+18
BBGRL,50,43,50_ep0.1_0_gilbert_9.in,1,3.1907,1.50374E+18
BBGRL,50,33,50_ep0.1_0_gilbert_9.in,2,8.3518,1.50374E+18
BBGRL,50,2,50_ep0.1_0_gilbert_9.in,3,1.3899,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_9.in,4,0.7956,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_9.in,5,0.6078,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_9.in,6,0.5926,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_9.in,7,0.5427,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_9.in,8,0.5422,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_9.in,9,0.5411,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_9.in,10,0.587,1.50374E+18
BBGRL,50,44,50_ep0.1_0_gilbert_4.in,1,2.1567,1.50374E+18
BBGRL,50,36,50_ep0.1_0_gilbert_4.in,2,6.0896,1.50374E+18
BBGRL,50,21,50_ep0.1_0_gilbert_4.in,3,8.3565,1.50374E+18
BBGRL,50,5,50_ep0.1_0_gilbert_4.in,4,2.66,1.50374E+18
BBGRL,50,3,50_ep0.1_0_gilbert_4.in,5,1.723,1.50374E+18
BBGRL,50,2,50_ep0.1_0_gilbert_4.in,6,0.9722,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_4.in,7,0.6663,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_4.in,8,0.621,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_4.in,9,0.618,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_4.in,10,0.6867,1.50374E+18
BBGRL,50,46,50_ep0.15_0_gilbert_4.in,1,2.3721,1.50374E+18
BBGRL,50,40,50_ep0.15_0_gilbert_4.in,2,7.4856,1.50374E+18
BBGRL,50,32,50_ep0.15_0_gilbert_4.in,3,8.3865,1.50374E+18
BBGRL,50,2,50_ep0.15_0_gilbert_4.in,4,1.9424,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_4.in,5,0.5491,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_4.in,6,0.5841,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_4.in,7,0.6463,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_4.in,8,0.8017,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_4.in,9,0.8621,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_4.in,10,0.9846,1.50374E+18
BBGRL,50,45,50_ep0.15_0_gilbert_5.in,1,2.4478,1.50374E+18
BBGRL,50,37,50_ep0.15_0_gilbert_5.in,2,6.865,1.50374E+18
BBGRL,50,7,50_ep0.15_0_gilbert_5.in,3,4.5534,1.50374E+18
BBGRL,50,2,50_ep0.15_0_gilbert_5.in,4,1.8575,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_5.in,5,0.6517,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_5.in,6,0.6609,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_5.in,7,0.6375,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_5.in,8,0.7041,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_5.in,9,0.6215,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_5.in,10,0.6688,1.50374E+18
BBGRL,50,45,50_ep0.15_0_gilbert_3.in,1,1.4722,1.50374E+18
BBGRL,50,41,50_ep0.15_0_gilbert_3.in,2,3.3882,1.50374E+18
BBGRL,50,36,50_ep0.15_0_gilbert_3.in,3,6.8821,1.50374E+18
BBGRL,50,31,50_ep0.15_0_gilbert_3.in,4,5.1097,1.50374E+18
BBGRL,50,19,50_ep0.15_0_gilbert_3.in,5,5.6513,1.50374E+18
BBGRL,50,8,50_ep0.15_0_gilbert_3.in,6,4.5946,1.50374E+18
BBGRL,50,3,50_ep0.15_0_gilbert_3.in,7,2.4194,1.50374E+18
BBGRL,50,2,50_ep0.15_0_gilbert_3.in,8,1.7777,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_3.in,9,0.7905,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_3.in,10,0.788,1.50374E+18
BBGRL,50,46,50_ep0.15_0_gilbert_10.in,1,1.5024,1.50374E+18
BBGRL,50,42,50_ep0.15_0_gilbert_10.in,2,2.6485,1.50374E+18
BBGRL,50,37,50_ep0.15_0_gilbert_10.in,3,4.0478,1.50374E+18
BBGRL,50,34,50_ep0.15_0_gilbert_10.in,4,6.5333,1.50374E+18
BBGRL,50,29,50_ep0.15_0_gilbert_10.in,5,8.1547,1.50374E+18
BBGRL,50,23,50_ep0.15_0_gilbert_10.in,6,7.4832,1.50374E+18
BBGRL,50,12,50_ep0.15_0_gilbert_10.in,7,3.8224,1.50374E+18
BBGRL,50,3,50_ep0.15_0_gilbert_10.in,8,2.6066,1.50374E+18
BBGRL,50,2,50_ep0.15_0_gilbert_10.in,9,1.8133,1.50374E+18
BBGRL,50,1,50_ep0.15_0_gilbert_10.in,10,1.1506,1.50374E+18
BBGRL,50,42,50_ep0.1_0_gilbert_8.in,1,2.7594,1.50374E+18
BBGRL,50,11,50_ep0.1_0_gilbert_8.in,2,6.0085,1.50374E+18
BBGRL,50,2,50_ep0.1_0_gilbert_8.in,3,1.4399,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_8.in,4,0.4786,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_8.in,5,0.4761,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_8.in,6,0.4793,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_8.in,7,0.4746,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_8.in,8,0.4768,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_8.in,9,0.4731,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_8.in,10,0.4725,1.50374E+18
BBGRL,50,44,50_ep0.1_0_gilbert_5.in,1,1.9809,1.50374E+18
BBGRL,50,37,50_ep0.1_0_gilbert_5.in,2,6.5554,1.50374E+18
BBGRL,50,21,50_ep0.1_0_gilbert_5.in,3,8.3554,1.50374E+18
BBGRL,50,2,50_ep0.1_0_gilbert_5.in,4,1.5932,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_5.in,5,0.5619,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_5.in,6,0.5648,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_5.in,7,0.6081,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_5.in,8,0.623,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_5.in,9,0.5723,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_5.in,10,0.5635,1.50374E+18
BBGRL,50,47,50_ep0.2_0_gilbert_5.in,1,1.3101,1.50374E+18
BBGRL,50,43,50_ep0.2_0_gilbert_5.in,2,1.8308,1.50374E+18
BBGRL,50,40,50_ep0.2_0_gilbert_5.in,3,3.4953,1.50374E+18
BBGRL,50,36,50_ep0.2_0_gilbert_5.in,4,5.5072,1.50374E+18
BBGRL,50,32,50_ep0.2_0_gilbert_5.in,5,7.7551,1.50374E+18
BBGRL,50,28,50_ep0.2_0_gilbert_5.in,6,7.5341,1.50374E+18
BBGRL,50,22,50_ep0.2_0_gilbert_5.in,7,8.1314,1.50374E+18
BBGRL,50,13,50_ep0.2_0_gilbert_5.in,8,3.5928,1.50374E+18
BBGRL,50,5,50_ep0.2_0_gilbert_5.in,9,3.874,1.50374E+18
BBGRL,50,3,50_ep0.2_0_gilbert_5.in,10,2.6736,1.50E+18
